id,lat,lon,user,uid,version,changeset,timestamp
1684521211,30.9615607,121.7251682,z_i_g_o,596114,1,11050932,2012-03-21T11:04:59Z
1684521214,30.9618091,121.7249429,z_i_g_o,596114,1,11050932,2012-03-21T11:04:59Z
